seguridad.nombre_barrio,promedio_robos,casos_totales,nivel_geo,seguridad.codigo_barrio,seguridad.codigo_comuna,zona_clave,municipio_x,promedio_robos_municipio,casos_municipio,departamento,sector,comuna,municipio_y,promedio_arriendo_apartamento,rango_apartamento,promedio_arriendo_casa,rango_casa,promedio_arriendo_local,rango_local,indice_riesgo,nivel_riesgo,alerta
,1.9166666666666667,23.0,seguridad.codigo_barrio,1209,,SIN_INFO,,,,,,,,,,,,,,0.04503611026345235,🥈 Plata,🟠 Alerta Media
,2.0,10.0,seguridad.codigo_barrio,1210,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.0,18.0,seguridad.codigo_barrio,1211,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,1.1666666666666667,7.0,seguridad.codigo_barrio,1212,,SIN_INFO,,,,,,,,,,,,,,0.027413284508188387,💎 Diamante,🟢 Segura
,2.0,22.0,seguridad.codigo_barrio,1213,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,1.75,7.0,seguridad.codigo_barrio,1301,,SIN_INFO,,,,,,,,,,,,,,0.04111992676228258,🥇 Oro,🟢 Segura
,2.0,8.0,seguridad.codigo_barrio,1302,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,1.0,2.0,seguridad.codigo_barrio,1303,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.6666666666666667,30.0,seguridad.codigo_barrio,1304,,SIN_INFO,,,,,,,,,,,,,,0.03916183501169769,🥇 Oro,🟢 Segura
,2.3333333333333335,7.0,seguridad.codigo_barrio,1305,,SIN_INFO,,,,,,,,,,,,,,0.054826569016376774,🥉 Bronce,🚨 Alerta Roja
,1.3076923076923077,17.0,seguridad.codigo_barrio,1306,,SIN_INFO,,,,,,,,,,,,,,0.030726978239947418,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,1307,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.8,36.0,seguridad.codigo_barrio,1308,,SIN_INFO,,,,,,,,,,,,,,0.042294781812633506,🥇 Oro,🟢 Segura
,1.4444444444444444,26.0,seguridad.codigo_barrio,1309,,SIN_INFO,,,,,,,,,,,,,,0.033940257010137996,🥇 Oro,🟢 Segura
,1.6666666666666667,15.0,seguridad.codigo_barrio,1310,,SIN_INFO,,,,,,,,,,,,,,0.03916183501169769,🥇 Oro,🟢 Segura
,3.3333333333333335,10.0,seguridad.codigo_barrio,1311,,SIN_INFO,,,,,,,,,,,,,,0.07832367002339538,🧱 Cobre,🚨 Alerta Roja
,1.0,2.0,seguridad.codigo_barrio,1312,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,5.0,5.0,seguridad.codigo_barrio,1313,,SIN_INFO,,,,,,,,,,,,,,0.11748550503509307,🧱 Cobre,🚨 Alerta Roja
,2.0,2.0,seguridad.codigo_barrio,1314,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.0,8.0,seguridad.codigo_barrio,1315,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.4,12.0,seguridad.codigo_barrio,1316,,SIN_INFO,,,,,,,,,,,,,,0.056393042416844674,🥉 Bronce,🚨 Alerta Roja
,1.0,3.0,seguridad.codigo_barrio,1317,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,2.2,22.0,seguridad.codigo_barrio,1318,,SIN_INFO,,,,,,,,,,,,,,0.05169362221544096,🥉 Bronce,🚨 Alerta Roja
,4.5,27.0,seguridad.codigo_barrio,1319,,SIN_INFO,,,,,,,,,,,,,,0.10573695453158377,🧱 Cobre,🚨 Alerta Roja
,6.870967741935484,426.0,seguridad.codigo_barrio,1401,,SIN_INFO,,,,,,,,,,,,,,0.1614478230482247,🧱 Cobre,🚨 Alerta Roja
,2.6363636363636362,116.0,seguridad.codigo_barrio,1403,,SIN_INFO,,,,,,,,,,,,,,0.061946902654867256,🧱 Cobre,🚨 Alerta Roja
,2.090909090909091,46.0,seguridad.codigo_barrio,1404,,SIN_INFO,,,,,,,,,,,,,,0.049130302105584375,🥉 Bronce,🚨 Alerta Roja
,1.3333333333333333,16.0,seguridad.codigo_barrio,1405,,SIN_INFO,,,,,,,,,,,,,,0.03132946800935815,💎 Diamante,🟢 Segura
,2.235294117647059,38.0,seguridad.codigo_barrio,1406,,SIN_INFO,,,,,,,,,,,,,,0.05252293166274749,🥉 Bronce,🚨 Alerta Roja
,3.25,26.0,seguridad.codigo_barrio,1407,,SIN_INFO,,,,,,,,,,,,,,0.0763655782728105,🧱 Cobre,🚨 Alerta Roja
,2.6153846153846154,34.0,seguridad.codigo_barrio,1408,,SIN_INFO,,,,,,,,,,,,,,0.061453956479894836,🧱 Cobre,🚨 Alerta Roja
,2.8181818181818183,31.0,seguridad.codigo_barrio,1409,,SIN_INFO,,,,,,,,,,,,,,0.06621910283796155,🧱 Cobre,🚨 Alerta Roja
,1.4545454545454546,16.0,seguridad.codigo_barrio,1410,,SIN_INFO,,,,,,,,,,,,,,0.03417760146475435,🥇 Oro,🟢 Segura
,1.2857142857142858,9.0,seguridad.codigo_barrio,1411,,SIN_INFO,,,,,,,,,,,,,,0.030210558437595365,💎 Diamante,🟢 Segura
,1.75,7.0,seguridad.codigo_barrio,1412,,SIN_INFO,,,,,,,,,,,,,,0.04111992676228258,🥇 Oro,🟢 Segura
,1.1111111111111112,10.0,seguridad.codigo_barrio,1413,,SIN_INFO,,,,,,,,,,,,,,0.02610789000779846,💎 Diamante,🟢 Segura
,1.2222222222222223,11.0,seguridad.codigo_barrio,1414,,SIN_INFO,,,,,,,,,,,,,,0.02871867900857831,💎 Diamante,🟢 Segura
,2.111111111111111,38.0,seguridad.codigo_barrio,1415,,SIN_INFO,,,,,,,,,,,,,,0.04960499101481708,🥉 Bronce,🚨 Alerta Roja
,1.7,17.0,seguridad.codigo_barrio,1416,,SIN_INFO,,,,,,,,,,,,,,0.039945071711931644,🥇 Oro,🟢 Segura
,2.8666666666666667,86.0,seguridad.codigo_barrio,1417,,SIN_INFO,,,,,,,,,,,,,,0.06735835622012003,🧱 Cobre,🚨 Alerta Roja
,4.214285714285714,236.0,seguridad.codigo_barrio,1418,,SIN_INFO,,,,,,,,,,,,,,0.09902349710100702,🧱 Cobre,🚨 Alerta Roja
,3.6862745098039214,188.0,seguridad.codigo_barrio,1419,,SIN_INFO,,,,,,,,,,,,,,0.08661676449646077,🧱 Cobre,🚨 Alerta Roja
,2.380952380952381,50.0,seguridad.codigo_barrio,1420,,SIN_INFO,,,,,,,,,,,,,,0.05594547858813956,🥉 Bronce,🚨 Alerta Roja
,7.041666666666667,507.0,seguridad.codigo_barrio,1421,,SIN_INFO,,,,,,,,,,,,,,0.16545875292442275,🧱 Cobre,🚨 Alerta Roja
,3.0238095238095237,127.0,seguridad.codigo_barrio,1422,,SIN_INFO,,,,,,,,,,,,,,0.07105075780693723,🧱 Cobre,🚨 Alerta Roja
,3.963636363636364,218.0,seguridad.codigo_barrio,1423,,SIN_INFO,,,,,,,,,,,,,,0.09313396399145561,🧱 Cobre,🚨 Alerta Roja
,2.7586206896551726,80.0,seguridad.codigo_barrio,1502,,SIN_INFO,,,,,,,,,,,,,,0.06481958898487894,🧱 Cobre,🚨 Alerta Roja
,2.324324324324324,86.0,seguridad.codigo_barrio,1503,,SIN_INFO,,,,,,,,,,,,,,0.05461488342171894,🥉 Bronce,🚨 Alerta Roja
,3.2096774193548385,199.0,seguridad.codigo_barrio,1504,,SIN_INFO,,,,,,,,,,,,,,0.07541811452252749,🧱 Cobre,🚨 Alerta Roja
,2.5846153846153848,168.0,seguridad.codigo_barrio,1507,,SIN_INFO,,,,,,,,,,,,,,0.060730968756601965,🥉 Bronce,🚨 Alerta Roja
,2.302325581395349,99.0,seguridad.codigo_barrio,1509,,SIN_INFO,,,,,,,,,,,,,,0.05409797673708937,🥉 Bronce,🚨 Alerta Roja
,2.225,89.0,seguridad.codigo_barrio,1510,,SIN_INFO,,,,,,,,,,,,,,0.05228104974061642,🥉 Bronce,🚨 Alerta Roja
,1.9444444444444444,70.0,seguridad.codigo_barrio,1511,,SIN_INFO,,,,,,,,,,,,,,0.0456888075136473,🥈 Plata,🟠 Alerta Media
,2.1176470588235294,72.0,seguridad.codigo_barrio,1601,,SIN_INFO,,,,,,,,,,,,,,0.04975856683839236,🥉 Bronce,🚨 Alerta Roja
,2.0,78.0,seguridad.codigo_barrio,1602,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,3.727272727272727,246.0,seguridad.codigo_barrio,1603,,SIN_INFO,,,,,,,,,,,,,,0.08758010375343302,🧱 Cobre,🚨 Alerta Roja
,1.7272727272727273,19.0,seguridad.codigo_barrio,1604,,SIN_INFO,,,,,,,,,,,,,,0.04058590173939579,🥇 Oro,🟢 Segura
,1.6666666666666667,25.0,seguridad.codigo_barrio,1605,,SIN_INFO,,,,,,,,,,,,,,0.03916183501169769,🥇 Oro,🟢 Segura
,1.875,30.0,seguridad.codigo_barrio,1606,,SIN_INFO,,,,,,,,,,,,,,0.0440570643881599,🥈 Plata,🟠 Alerta Media
,1.9285714285714286,27.0,seguridad.codigo_barrio,1607,,SIN_INFO,,,,,,,,,,,,,,0.04531583765639304,🥈 Plata,🟠 Alerta Media
,1.3529411764705883,23.0,seguridad.codigo_barrio,1608,,SIN_INFO,,,,,,,,,,,,,,0.03179019548008401,💎 Diamante,🟢 Segura
,2.25,18.0,seguridad.codigo_barrio,1609,,SIN_INFO,,,,,,,,,,,,,,0.052868477265791886,🥉 Bronce,🚨 Alerta Roja
,1.7272727272727273,38.0,seguridad.codigo_barrio,1610,,SIN_INFO,,,,,,,,,,,,,,0.04058590173939579,🥇 Oro,🟢 Segura
,1.7333333333333334,26.0,seguridad.codigo_barrio,1611,,SIN_INFO,,,,,,,,,,,,,,0.0407283084121656,🥇 Oro,🟢 Segura
,1.894736842105263,36.0,seguridad.codigo_barrio,1612,,SIN_INFO,,,,,,,,,,,,,,0.044520822960666846,🥈 Plata,🟠 Alerta Media
,2.076923076923077,27.0,seguridad.codigo_barrio,1613,,SIN_INFO,,,,,,,,,,,,,,0.04880167132226944,🥉 Bronce,🚨 Alerta Roja
,2.0454545454545454,45.0,seguridad.codigo_barrio,1614,,SIN_INFO,,,,,,,,,,,,,,0.0480622520598108,🥉 Bronce,🚨 Alerta Roja
,2.3333333333333335,56.0,seguridad.codigo_barrio,1615,,SIN_INFO,,,,,,,,,,,,,,0.054826569016376774,🥉 Bronce,🚨 Alerta Roja
,1.5294117647058822,26.0,seguridad.codigo_barrio,1616,,SIN_INFO,,,,,,,,,,,,,,0.035936742716616704,🥇 Oro,🟢 Segura
,1.5714285714285714,11.0,seguridad.codigo_barrio,1617,,SIN_INFO,,,,,,,,,,,,,,0.03692401586817211,🥇 Oro,🟢 Segura
,1.0,8.0,seguridad.codigo_barrio,1618,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.3333333333333333,8.0,seguridad.codigo_barrio,1619,,SIN_INFO,,,,,,,,,,,,,,0.03132946800935815,💎 Diamante,🟢 Segura
,2.1,21.0,seguridad.codigo_barrio,1620,,SIN_INFO,,,,,,,,,,,,,,0.04934391211473909,🥉 Bronce,🚨 Alerta Roja
,1.875,15.0,seguridad.codigo_barrio,1621,,SIN_INFO,,,,,,,,,,,,,,0.0440570643881599,🥈 Plata,🟠 Alerta Media
,1.0,1.0,seguridad.codigo_barrio,5004,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,6001,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,6003,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,6004,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,4.0,seguridad.codigo_barrio,6011,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,6012,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,2.25,9.0,seguridad.codigo_barrio,6013,,SIN_INFO,,,,,,,,,,,,,,0.052868477265791886,🥉 Bronce,🚨 Alerta Roja
,2.0,22.0,seguridad.codigo_barrio,6014,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.0,4.0,seguridad.codigo_barrio,6015,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.0,2.0,seguridad.codigo_barrio,6016,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,1.0,1.0,seguridad.codigo_barrio,7002,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,3.0,6.0,seguridad.codigo_barrio,7003,,SIN_INFO,,,,,,,,,,,,,,0.07049130302105584,🧱 Cobre,🚨 Alerta Roja
,2.0,4.0,seguridad.codigo_barrio,7007,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.0,2.0,seguridad.codigo_barrio,8001,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,1.5,3.0,seguridad.codigo_barrio,8002,,SIN_INFO,,,,,,,,,,,,,,0.03524565151052792,🥇 Oro,🟢 Segura
,4.0,4.0,seguridad.codigo_barrio,8005,,SIN_INFO,,,,,,,,,,,,,,0.09398840402807446,🧱 Cobre,🚨 Alerta Roja
,3.5,7.0,seguridad.codigo_barrio,8007,,SIN_INFO,,,,,,,,,,,,,,0.08223985352456516,🧱 Cobre,🚨 Alerta Roja
,1.9,19.0,seguridad.codigo_barrio,9001,,SIN_INFO,,,,,,,,,,,,,,0.04464449191333537,🥈 Plata,🟠 Alerta Media
,1.5,9.0,seguridad.codigo_barrio,9002,,SIN_INFO,,,,,,,,,,,,,,0.03524565151052792,🥇 Oro,🟢 Segura
,2.0,2.0,seguridad.codigo_barrio,9003,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,1.0,2.0,seguridad.codigo_barrio,9005,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.5714285714285714,11.0,seguridad.codigo_barrio,9006,,SIN_INFO,,,,,,,,,,,,,,0.03692401586817211,🥇 Oro,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,9009,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,9011,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.9,38.0,seguridad.codigo_barrio,AE1,,SIN_INFO,,,,,,,,,,,,,,0.04464449191333537,🥈 Plata,🟠 Alerta Media
,1.0,1.0,seguridad.codigo_barrio,AE2,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.0,1.0,seguridad.codigo_barrio,AE5,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,4.0,4.0,seguridad.codigo_barrio,AE6,,SIN_INFO,,,,,,,,,,,,,,0.09398840402807446,🧱 Cobre,🚨 Alerta Roja
,1.0,2.0,seguridad.codigo_barrio,AE7,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,1.5789473684210527,30.0,seguridad.codigo_barrio,AUC1,,SIN_INFO,,,,,,,,,,,,,,0.037100685800555706,🥇 Oro,🟢 Segura
,1.7804878048780488,73.0,seguridad.codigo_barrio,AUC2,,SIN_INFO,,,,,,,,,,,,,,0.041836301792984365,🥇 Oro,🟢 Segura
,2.176470588235294,37.0,seguridad.codigo_barrio,INST1,,SIN_INFO,,,,,,,,,,,,,,0.051140749250569925,🥉 Bronce,🚨 Alerta Roja
,1.9333333333333333,29.0,seguridad.codigo_barrio,INST10,,SIN_INFO,,,,,,,,,,,,,,0.04542772861356932,🥈 Plata,🟠 Alerta Media
,1.975,79.0,seguridad.codigo_barrio,INST11,,SIN_INFO,,,,,,,,,,,,,,0.04640677448886177,🥈 Plata,🟠 Alerta Media
,2.193548387096774,68.0,seguridad.codigo_barrio,INST12,,SIN_INFO,,,,,,,,,,,,,,0.05154202801539567,🥉 Bronce,🚨 Alerta Roja
,1.0,1.0,seguridad.codigo_barrio,INST13,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,2.257142857142857,79.0,seguridad.codigo_barrio,INST14,,SIN_INFO,,,,,,,,,,,,,,0.0530363137015563,🥉 Bronce,🚨 Alerta Roja
,1.625,13.0,seguridad.codigo_barrio,INST15,,SIN_INFO,,,,,,,,,,,,,,0.03818278913640525,🥇 Oro,🟢 Segura
,2.710526315789474,103.0,seguridad.codigo_barrio,INST16,,SIN_INFO,,,,,,,,,,,,,,0.06368951062428731,🧱 Cobre,🚨 Alerta Roja
,2.1132075471698113,112.0,seguridad.codigo_barrio,INST17,,SIN_INFO,,,,,,,,,,,,,,0.04965425118464311,🥉 Bronce,🚨 Alerta Roja
,2.25,63.0,seguridad.codigo_barrio,INST18,,SIN_INFO,,,,,,,,,,,,,,0.052868477265791886,🥉 Bronce,🚨 Alerta Roja
,2.1724137931034484,63.0,seguridad.codigo_barrio,INST19,,SIN_INFO,,,,,,,,,,,,,,0.05104542632559217,🥉 Bronce,🚨 Alerta Roja
,1.25,10.0,seguridad.codigo_barrio,INST2,,SIN_INFO,,,,,,,,,,,,,,0.029371376258773268,💎 Diamante,🟢 Segura
,1.1666666666666667,7.0,seguridad.codigo_barrio,INST20,,SIN_INFO,,,,,,,,,,,,,,0.027413284508188387,💎 Diamante,🟢 Segura
,1.7272727272727273,19.0,seguridad.codigo_barrio,INST3,,SIN_INFO,,,,,,,,,,,,,,0.04058590173939579,🥇 Oro,🟢 Segura
,6.057971014492754,418.0,seguridad.codigo_barrio,INST4,,SIN_INFO,,,,,,,,,,,,,,0.14234475682512726,🧱 Cobre,🚨 Alerta Roja
,2.032258064516129,63.0,seguridad.codigo_barrio,INST5,,SIN_INFO,,,,,,,,,,,,,,0.047752173014263634,🥈 Plata,🟠 Alerta Media
,2.6666666666666665,8.0,seguridad.codigo_barrio,INST6,,SIN_INFO,,,,,,,,,,,,,,0.0626589360187163,🧱 Cobre,🚨 Alerta Roja
,1.9090909090909092,21.0,seguridad.codigo_barrio,INST7,,SIN_INFO,,,,,,,,,,,,,,0.04485810192249008,🥈 Plata,🟠 Alerta Media
,2.0952380952380953,44.0,seguridad.codigo_barrio,INST8,,SIN_INFO,,,,,,,,,,,,,,0.04923202115756282,🥉 Bronce,🚨 Alerta Roja
,3.212121212121212,106.0,seguridad.codigo_barrio,INST9,,SIN_INFO,,,,,,,,,,,,,,0.07547553656799919,🧱 Cobre,🚨 Alerta Roja
,2.0,24.0,seguridad.codigo_barrio,SIN DATO,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
,2.2790697674418605,98.0,seguridad.codigo_comuna,,1,SIN_INFO,,,,,,,,,,,,,,0.05355153252762382,🥉 Bronce,🚨 Alerta Roja
,42.55844155844156,6554.0,seguridad.codigo_comuna,,10,SIN_INFO,,,,,,,,,,,,,,1.0,🧱 Cobre,🚨 Alerta Roja
,12.663865546218487,1507.0,seguridad.codigo_comuna,,11,SIN_INFO,,,,,,,,,,,,,,0.29756412787879877,🧱 Cobre,🚨 Alerta Roja
,4.88,488.0,seguridad.codigo_comuna,,12,SIN_INFO,,,,,,,,,,,,,,0.11466585291425084,🧱 Cobre,🚨 Alerta Roja
,3.287671232876712,240.0,seguridad.codigo_comuna,,13,SIN_INFO,,,,,,,,,,,,,,0.07725074303677353,🧱 Cobre,🚨 Alerta Roja
,18.619834710743802,2253.0,seguridad.codigo_comuna,,14,SIN_INFO,,,,,,,,,,,,,,0.43751213693233837,🧱 Cobre,🚨 Alerta Roja
,7.552631578947368,861.0,seguridad.codigo_comuna,,15,SIN_INFO,,,,,,,,,,,,,,0.17746494707932478,🧱 Cobre,🚨 Alerta Roja
,8.052631578947368,918.0,seguridad.codigo_comuna,,16,SIN_INFO,,,,,,,,,,,,,,0.1892134975828341,🧱 Cobre,🚨 Alerta Roja
,2.1714285714285713,76.0,seguridad.codigo_comuna,,2,SIN_INFO,,,,,,,,,,,,,,0.05102227647238328,🥉 Bronce,🚨 Alerta Roja
,2.6973684210526314,205.0,seguridad.codigo_comuna,,3,SIN_INFO,,,,,,,,,,,,,,0.06338033824261599,🧱 Cobre,🚨 Alerta Roja
,8.008474576271187,945.0,seguridad.codigo_comuna,,4,SIN_INFO,,,,,,,,,,,,,,0.18817593603078467,🧱 Cobre,🚨 Alerta Roja
,12.203007518796992,1623.0,seguridad.codigo_comuna,,5,SIN_INFO,,,,,,,,,,,,,,0.2867353002585805,🧱 Cobre,🚨 Alerta Roja
,1.0,1.0,seguridad.codigo_comuna,,50,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
,3.0121951219512195,247.0,seguridad.codigo_comuna,,6,SIN_INFO,,,,,,,,,,,,,,0.07077785303333656,🧱 Cobre,🚨 Alerta Roja
,2.6511627906976742,114.0,seguridad.codigo_comuna,,60,SIN_INFO,,,,,,,,,,,,,,0.062294639879072605,🧱 Cobre,🚨 Alerta Roja
,6.719298245614035,766.0,seguridad.codigo_comuna,,7,SIN_INFO,,,,,,,,,,,,,,0.15788402957347594,🧱 Cobre,🚨 Alerta Roja
,2.6666666666666665,16.0,seguridad.codigo_comuna,,70,SIN_INFO,,,,,,,,,,,,,,0.0626589360187163,🧱 Cobre,🚨 Alerta Roja
,3.3076923076923075,258.0,seguridad.codigo_comuna,,8,SIN_INFO,,,,,,,,,,,,,,0.07772118025398464,🧱 Cobre,🚨 Alerta Roja
,2.022222222222222,91.0,seguridad.codigo_comuna,,80,SIN_INFO,,,,,,,,,,,,,,0.0475163598141932,🥈 Plata,🟠 Alerta Media
,3.0555555555555554,275.0,seguridad.codigo_comuna,,9,SIN_INFO,,,,,,,,,,,,,,0.07179669752144577,🧱 Cobre,🚨 Alerta Roja
,1.875,45.0,seguridad.codigo_comuna,,90,SIN_INFO,,,,,,,,,,,,,,0.0440570643881599,🥈 Plata,🟠 Alerta Media
,2.0,24.0,seguridad.codigo_comuna,,SIN DATO,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
